# BEAST v1.8.3
# Generated Thu Mar 09 09:46:24 PST 2017 [seed=1489081582878]
# -beagle_scaling dynamic -threads 1 -beagle_SSE -beagle_instances 1 -beagle_GPU -beagle_cuda infile.xml
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(Calathea)	tmrca(Goeppertia)	tmrca(Straminea1e2)	yule.birthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	speciation
11300000	-14886.594782353302	-498.18103239430195	-14388.413749959	43.671646478329635	42.34637502124127	38.7411185373045	34.91297087787161	0.10803153891088717	4.144174632291958	0.1733098081175562	0.2569673836635052	0.233208489879504	0.33651431833943435	0.8202057885393877	0.0026848727767040284	0.558825588428427	0.0027240063447882606	0.5660825696143973	0.058502183609657435	-12623.54301680314	-1764.8707331558608	-490.78310437575664
11320000	-14867.615152426157	-475.30740560105454	-14392.307746825103	41.84416722846629	40.95070632143342	37.81285411259334	35.4142211353478	0.13114726246477817	4.025603946759291	0.1733098081175562	0.25202806640077663	0.22073502727613467	0.3539270982055322	0.8227496519620908	0.0027099718060100003	0.6355733666051108	0.0027691843115714935	0.6513853766015223	0.043684854341248434	-12627.437013669241	-1764.8707331558608	-467.4669912621287
11340000	-14872.630122445222	-495.01187327118174	-14377.61824917404	45.902116368052624	45.34626547174556	38.394948623818735	32.17082719074351	0.12099070414908294	3.979281068220971	0.17185211331683325	0.24041016059360787	0.23381062788402637	0.3539270982055322	0.8343908154291344	0.0027052269479103286	0.5954342321249428	0.0027275562062245703	0.6239421576101574	0.06002851647703976	-12612.747516018178	-1764.8707331558608	-486.91765117807637
11360000	-14899.163959972895	-511.0553370726084	-14388.108622900287	44.87990067839897	44.36538090224537	40.93201609027103	40.02042356999668	0.1038284413530875	4.3733406329732745	0.17092196077192764	0.24134031313851348	0.22163760471427113	0.36610012137528747	0.8194145510203217	0.0021707170019133882	0.5368181107306156	0.0022593612611796995	0.5786546898961538	0.06817490564782068	-12623.237889744425	-1764.8707331558608	-502.6508143179241
11380000	-14910.695654710866	-496.71914270563013	-14413.976512005236	47.59900288730128	45.248690503785646	38.42661005596762	37.21050355932602	0.11170520351926422	4.547553951505622	0.18239255770094764	0.2474149348119787	0.2155629830408059	0.3546295244462675	0.9206041588067553	0.0024731138365021287	0.4614737773331524	0.0025887574646481296	0.4699813910006238	0.06948053549942981	-12649.105778849376	-1764.8707331558608	-488.64119753588307
11400000	-14886.063830927402	-478.5761698045947	-14407.487661122806	42.019068101206585	38.683031831284	34.726659873558916	33.896770306968826	0.11072824945567641	3.852241670006101	0.17535893570953862	0.2519604201151113	0.22931980975427577	0.343360834421074	0.73337528147039	0.0027013378381636833	0.4609762877130441	0.0028111233944361786	0.5267498509329053	0.016263455966866684	-12642.616927966945	-1764.8707331558608	-470.74460387693205
11420000	-14865.55311564471	-467.1516554557193	-14398.40146018899	41.51757884874186	38.58717265566326	35.57461786416121	32.65944669449458	0.15283203828874195	3.8332133132070694	0.1693571053199002	0.24607572271203554	0.24051399423665518	0.3440531777314088	0.9048541939519448	0.003228776379288629	0.5296469201838897	0.003134957553737112	0.5880348557550323	-0.020143692468538196	-12633.53072703313	-1764.8707331558608	-458.3450890476822
11440000	-14869.890231221656	-474.3270752650974	-14395.563155956559	39.76942192318427	38.05259372094807	33.621663641767924	31.341902590104493	0.12727582272458998	3.699373431502373	0.1724289093775733	0.24488851343500678	0.23104399986153598	0.35163857732588366	0.81235589225012	0.0032837805837889677	0.5922911810019221	0.003141114377977327	0.6745148420301909	-0.08223898171809821	-12630.6924228007	-1764.8707331558608	-464.70628738223314
11460000	-14886.034319558441	-496.88614169328287	-14389.148177865158	49.37661742942904	48.01970045184842	36.05536307241781	30.82971061235044	0.11037148875500755	3.8632091597297067	0.16978699492801266	0.26387183257305347	0.23022974894808887	0.3361114235508448	0.8184069600346245	0.0025691826204034597	0.5452483923787975	0.0028117663880850292	0.5944866244351681	-0.03152957128425022	-12624.277444709296	-1764.8707331558608	-487.504270990555
11480000	-14853.788201316227	-463.9682655106008	-14389.819935805626	41.32463162119588	38.78807706935118	35.168848982106795	34.84964643890824	0.13852895017291167	4.1453381366596025	0.17005523721986623	0.25173646485961765	0.23771373578684873	0.34049456213366713	0.8636454067827904	0.003326911198509548	0.6615627844476492	0.0033565737418661664	0.6755734774580932	0.05352410001160199	-12624.949202649766	-1764.8707331558608	-455.1072409906541
11500000	-14867.726004107464	-480.7306056669125	-14386.995398440551	45.283040175734136	44.54438897799701	38.456594414205476	36.38231050681297	0.11306146713690894	4.059581763628544	0.15994516338977324	0.248728665067452	0.242277018558356	0.3490491529844185	0.8396106774769775	0.002735904010199483	0.5850891736960621	0.002779948868477906	0.6170435221782592	0.016165459704367297	-12622.124665284691	-1764.8707331558608	-473.01190735497227
11520000	-14863.918876517082	-461.2692068940547	-14402.649669623028	42.8249837114457	42.16225022712096	31.784852859890147	31.462575437961345	0.12419335281832701	3.8452007319052157	0.17293857368552185	0.23939733362479848	0.22835838024473043	0.359305712444949	0.6731927282652388	0.003132069421328134	0.5203538990026744	0.003202255011183596	0.5517661022941233	0.03594783798872607	-12637.778936467166	-1764.8707331558608	-452.42874051117235
11540000	-14848.78278630546	-459.49437013653557	-14389.288416168925	42.574768329197596	40.71584337549439	31.43114136004963	30.878007367288728	0.14476958571052415	3.854194378195273	0.16561862759700124	0.24440890368108723	0.2434194910351802	0.3465529776867311	0.8505719692793335	0.00316753922541954	0.5776936314929912	0.0031949861439340256	0.5607032590296488	-0.012797741391971096	-12624.417683013065	-1764.8707331558608	-449.69676478276114
11560000	-14838.351534347685	-456.1210743725507	-14382.230459975133	41.9081005929577	41.564215831215485	37.84761845218558	34.96708215346317	0.15407147731435272	4.08756705598248	0.17989661191524658	0.2560980666376	0.21018737507996244	0.35381794636719077	0.8495820756786773	0.0036111588121873982	0.602084660295319	0.0037066915886664015	0.5989468418547543	-0.0360822468617692	-12617.359726819273	-1764.8707331558608	-447.8525552667348
11580000	-14857.178606888378	-462.8125657260712	-14394.366041162306	42.90207379673019	41.93457058281262	35.81619170624863	33.647993975821514	0.1597275786385382	4.0281842970733335	0.18609176513335532	0.25114241806766535	0.2381338967182763	0.3246319200807028	0.818512376675079	0.0032738621295155357	0.53251528163678	0.0033394596125339514	0.5338729456462091	0.10141729335906671	-12629.495308006444	-1764.8707331558608	-454.71882330650675
11600000	-14905.21419793587	-496.66276350724485	-14408.551434428624	43.54746047083129	42.00254638794738	35.83005844027626	32.241694957348685	0.10832837817069546	4.06479741907698	0.174524465265338	0.25197757346308175	0.23167035114436227	0.34182761012721774	0.91463703603241	0.0027759226966224157	0.6290148816201809	0.002765264402948557	0.6084363979407528	0.08473178406927777	-12643.680701272762	-1764.8707331558608	-488.5804417245567
11620000	-14896.840669252077	-499.0458838124972	-14397.794785439579	47.63535128134164	43.72775244653895	40.95009852401154	36.088678344809765	0.10195831446147505	3.868993540545975	0.17550069616396377	0.2500296052327596	0.23167035114436227	0.34279934745891416	0.8358328696086702	0.0026858151457814766	0.5186493025549687	0.0028087414559293594	0.5398172609541209	0.052488985786525395	-12632.924052283719	-1764.8707331558608	-491.32482307515903
11640000	-14883.387192042568	-492.8724987968544	-14390.514693245714	47.14023213488681	39.23366550164066	41.74937254224901	40.329640022991974	0.1213748279175083	4.031990223492478	0.17550069616396377	0.24221229594637864	0.23397866184893432	0.3483083460407231	0.8584466887517798	0.0025900890944598035	0.5463280681623726	0.0025293195902877713	0.5644174433050654	0.03658481679892471	-12625.643960089852	-1764.8707331558608	-483.79488730318707
11660000	-14875.213002020457	-494.53048714371045	-14380.682514876746	45.51288067101344	45.24856605794209	40.07459379904304	37.90768780090559	0.11485379433661658	3.7488169649630767	0.17666797154654643	0.2433613713010564	0.23196346884508198	0.348007188307315	0.8600896552630214	0.0026738565293938786	0.6006647641776041	0.0027121213740979246	0.581762067424901	0.009178690305804704	-12615.811781720886	-1764.8707331558608	-486.3880433133422
11680000	-14917.031585040288	-500.2250454257373	-14416.80653961455	46.483456900503505	46.201247601837565	37.11657339611061	35.331643645373255	0.12348860497980184	4.080170657463389	0.17666797154654643	0.27086515753795426	0.21903563529061043	0.33343123562488863	0.9277120662133141	0.0025439483083440164	0.4531786566920749	0.002619119619819249	0.47109062616020325	0.013755378947894222	-12651.935806458689	-1764.8707331558608	-492.18482317988804
11700000	-14862.485199160741	-487.7251196249218	-14374.76007953582	48.4356595580038	45.898917758730356	38.430046995437884	36.57566906620878	0.12895542860928405	4.211421062253687	0.17900975719464834	0.25694825434858054	0.22329817778946004	0.3407438106673108	0.8608319456312882	0.0026812037236331374	0.5391096899540259	0.002829261879225596	0.5914708077113119	-0.005444445928475072	-12609.889346379958	-1764.8707331558608	-479.3819578495092
11720000	-14865.864700141794	-457.65537762460264	-14408.209322517192	40.51295164162919	38.52951555244704	36.03320345361035	35.09618436174024	0.13831735884259966	4.198361659956195	0.17900975719464834	0.2638634838424988	0.23050495328639037	0.32662180567646226	0.8797801156849339	0.0034637348371738207	0.5532387603973511	0.003613032494544795	0.6052254894085479	-0.019962117887154882	-12643.338589361332	-1764.8707331558608	-448.8257476600571
11740000	-14870.977070849494	-477.5131408566374	-14393.463929992857	46.563007933215175	43.34282474946088	35.726774906782154	35.59385607898381	0.12030791760630385	3.916050462757614	0.16691213143040384	0.25896085496384713	0.2510184752227884	0.3231085383829604	0.818014024063067	0.002985011750849276	0.5265005046262315	0.0030249406541950166	0.5566666923033743	-0.012328461266365682	-12628.593196836997	-1764.8707331558608	-469.84118269742135
11760000	-14891.186167777909	-492.4069259892285	-14398.779241788681	45.7262223133566	44.2106815406879	37.057946606332834	33.296810714479115	0.12535195390783802	4.673447914646574	0.15917049055529872	0.25686750672774905	0.2437606002990195	0.3402014024179325	0.8351690638759305	0.002879658403551926	0.5226200370018681	0.002905642584439896	0.5872351223097844	0.046139660841447994	-12633.90850863282	-1764.8707331558608	-484.4765460993367
11780000	-14899.808993846538	-502.34567402353025	-14397.463319823008	52.645579019294935	49.84866614338827	39.18747686235492	36.47342550079581	0.10580845061394716	4.178680625399655	0.17610697137420897	0.26975644817014843	0.22554565218972988	0.32859092826591246	0.7449570675795023	0.0025680204841645976	0.5420776016383643	0.002575731278065049	0.5535137963077384	-0.005497043349876158	-12632.592586667148	-1764.8707331558608	-492.019761749284
11800000	-14870.922768496655	-472.4328574335721	-14398.489911063083	44.60186721855251	39.83686808238404	37.438442942321196	37.21193899531435	0.12836191829436183	4.159038845124784	0.17610697137420897	0.26193227719232115	0.22892306581333774	0.33303768562013186	0.9183082986474947	0.0030861410909275347	0.572260433318785	0.0030954672772599947	0.6595003695199333	-0.050097517256986926	-12633.619177907221	-1764.8707331558608	-464.2867869714862
11820000	-14878.346003080045	-472.99736243991	-14405.348640640135	41.62640102080203	40.158847511416354	36.63886733939802	35.96618773345076	0.13771473454484637	4.18050629890451	0.17124549211323503	0.2502841572750922	0.24902080362926893	0.3294495469824036	0.8127931946465171	0.0032219612679488204	0.5995374856796671	0.003275719562917211	0.6326501136785289	0.013806057368479896	-12640.477907484275	-1764.8707331558608	-464.79419598914933
11840000	-14895.162006821534	-484.6199171783079	-14410.542089643226	41.586524065318024	40.48967322950467	35.086699504852504	29.717183142958493	0.13128018550750997	4.1874979185496075	0.17179953714354976	0.2678772135993621	0.22205680685599677	0.338266442401091	0.9700285019482043	0.0029731797950606786	0.4954913611602539	0.003088146870478511	0.5712004580804052	0.010349394434761908	-12645.671356487364	-1764.8707331558608	-475.3783280853817
11860000	-14856.48680019897	-465.9090229556465	-14390.577777243325	41.288713800933124	37.460815001198476	34.08560466222502	33.34199913761925	0.14309271663004258	4.282873267739524	0.176146154002675	0.26357852083086364	0.21899614317313168	0.34127918199332935	0.8614758981146452	0.0032417754364816326	0.5652759151697584	0.003387741281532135	0.612695583110667	-0.028272574847275463	-12625.707044087465	-1764.8707331558608	-456.52863002699013
11880000	-14885.48765074913	-506.33397980974996	-14379.15367093938	49.25962986233333	44.9615491717964	41.481810430053734	41.35751101221419	0.11966929253397907	4.282873267739524	0.16943306280723408	0.26357852083086364	0.23749691694789452	0.32949149941400746	0.8091732855139294	0.002499630895622567	0.4541050331319157	0.002554763971514452	0.4822604031635087	-0.0015576703371473538	-12614.282937783519	-1764.8707331558608	-496.8522215119217
11900000	-14881.87821207491	-494.211594465688	-14387.666617609222	47.26876793972535	44.281380491781306	40.69642403251344	38.72462749043079	0.11999054057328234	4.35117127686031	0.16943306280723408	0.2508855154054142	0.2394628364934874	0.340218585293864	0.7323126528438528	0.002525306582748454	0.5441957428882322	0.002601201390382868	0.5525757238242099	0.011877408987756643	-12622.79588445336	-1764.8707331558608	-486.0547530610713
11920000	-14882.007707670036	-474.3988024409599	-14407.608905229077	42.27200885393109	41.619326003483046	34.97338749373266	31.435348513791173	0.12593935482172058	4.514116152466791	0.16943306280723408	0.25975068334271306	0.2304839036178123	0.3403323502322403	0.7232779148727272	0.00292932538967128	0.5037389743748979	0.0029822753131980534	0.5397735959874753	-0.010728515941246986	-12642.738172073217	-1764.8707331558608	-466.19447482773467
11940000	-14842.64464491113	-470.22006561156195	-14372.424579299568	44.462132778028106	43.32729382528771	36.161308926176524	35.18188029168095	0.13370503779464488	3.850939467023221	0.17388278807917573	0.2561582591695546	0.2195062497752802	0.35045270297598924	0.821899157813336	0.0032097135300994148	0.5795021403758993	0.00315153418346305	0.6150065300995269	0.06499294775174971	-12607.553846143706	-1764.8707331558608	-462.41857373554967
11960000	-14881.716370635362	-489.06808783990834	-14392.648282795453	51.174208651909765	48.00179639101535	36.3310423989937	34.89129612971602	0.12115919604791764	3.8742901514790153	0.18425029031218518	0.2274267257878737	0.23571478523972783	0.35260819866021303	0.820976332775343	0.0025983540171865688	0.5882742926549195	0.0026142955562875256	0.55904020066601	-0.05193501207313078	-12627.777549639592	-1764.8707331558608	-479.7258604446251
11980000	-14888.99600453404	-491.5841356294197	-14397.411868904619	47.232978851177606	46.97595141230396	38.046595653368186	32.576107903024024	0.11185332927975247	4.176901365907764	0.18425029031218518	0.251446193610633	0.21989209101130244	0.3444114250658792	0.7905100429254539	0.002758377665687296	0.543680905703358	0.0027803831237893594	0.590356403111206	0.08403997420779073	-12632.54113574876	-1764.8707331558608	-483.2101455969174
12000000	-14902.878216652944	-499.5047669049471	-14403.373449747996	47.88368117965303	47.281744832996594	35.70823882424914	32.52858030594788	0.1149190580358114	3.932613324610531	0.18681162429291215	0.251446193610633	0.2200275013133714	0.34171468078308326	0.8112106847560223	0.0026457179310463924	0.5172022537412607	0.0025947261278438604	0.5468804066919333	0.09661407320114461	-12638.502716592136	-1764.8707331558608	-490.8903488825174
12020000	-14872.423056299556	-484.4275203735752	-14387.99553592598	49.015810554575424	43.94924440868661	34.55552018662698	31.763962377820512	0.12993445953360575	3.90817448678444	0.18030479784878367	0.26155724721862544	0.2228201818141898	0.3353177731184009	0.7536221585808741	0.002740790198795818	0.5432686790532039	0.0027761598003939844	0.5751129938449662	0.018078166175701425	-12623.124802770119	-1764.8707331558608	-476.0145449072398
12040000	-14875.815334688603	-463.4432470292153	-14412.372087659387	44.307379567343105	39.964504864728625	35.61961767615947	32.838274211306434	0.14879740834331867	4.018642396020728	0.18295985239938622	0.2522000339973364	0.2341151368371511	0.33072497676612606	0.8045004959615043	0.0032043666524362883	0.5064863728278686	0.0032180270535152864	0.5621349260383227	-0.042303384201055345	-12647.501354503525	-1764.8707331558608	-455.35205046017535
12060000	-14891.232219245241	-472.99654558219095	-14418.23567366305	45.08313803184099	40.30312230383445	38.30302686321209	31.83579894448512	0.12970292337986794	3.9381720889157514	0.18696719100510586	0.24714119654436165	0.21741019019122734	0.3484814222593049	0.8788526693685212	0.0034314491894557827	0.5216645439187096	0.00329804387203923	0.5423396952163165	-0.0527751181961374	-12653.36494050719	-1764.8707331558608	-464.8644116997229
12080000	-14852.915700539721	-474.203390707836	-14378.712309831884	39.664411501665796	37.336489430791765	36.89987492648655	28.51072259311226	0.13679056473061418	4.061110095406795	0.17910713207714019	0.2509650886594223	0.22440422945546462	0.3455235498079726	0.8160391699556623	0.0030323596897023834	0.6049682714829044	0.003067223771278583	0.6105316720850422	0.009822862396122334	-12613.841576676024	-1764.8707331558608	-463.9085703854402
12100000	-14885.099907484253	-502.54117031715117	-14382.558737167103	46.97805882545167	45.696909143149234	38.819688288091704	36.68994853010619	0.10087705652010794	3.9211375689285304	0.18032247380721836	0.25394931357709305	0.2294739180379341	0.33625429457775424	0.8455694240384765	0.002628305915259215	0.49905309295315575	0.0025846730446613115	0.49199097925589624	0.08385961837701292	-12617.688004011241	-1764.8707331558608	-494.76880540086705
12120000	-14855.568688140209	-479.38720909705313	-14376.181479043156	41.201257981769146	39.06106288136921	31.98007400428606	31.550425117238227	0.12472632851538923	3.9041216263009146	0.17706664028202276	0.2588741340293193	0.23326680530012892	0.33079242038852874	0.6953684507971276	0.002780207071113849	0.588905835681056	0.0029890428929791944	0.5732648721966164	0.1309470899234422	-12611.310745887296	-1764.8707331558608	-470.1139498115338
12140000	-14911.535925674205	-517.5301773088472	-14394.005748365358	50.6451698300304	48.9121103235665	40.761491864138605	37.5612922403326	0.10567838301424433	3.9891362366952627	0.17935214674049813	0.2556883995051234	0.23263827469024975	0.33232117906412845	0.8693887300911259	0.0022117676028721622	0.6119371500709433	0.002276333410475351	0.6292698759543282	-0.04365086808668272	-12629.135015209496	-1764.8707331558608	-507.64943582094475
12160000	-14917.170526637135	-516.0383570000515	-14401.132169637083	47.09160475035265	45.3248011150518	42.32508591745417	35.87003208134356	0.09370571083614307	4.314836474535082	0.18504900651478018	0.2556883995051234	0.2269414149159677	0.33232117906412845	0.8538828125122876	0.002345559982024461	0.5878530654118929	0.0023430449435547667	0.6358010486700478	0.06522136608251716	-12636.261436481222	-1764.8707331558608	-507.6968056510173
12180000	-14890.106789841537	-482.47465926073215	-14407.632130580805	49.37866209436033	40.83767546309368	38.10934429971718	38.100314614296636	0.12074739490173345	4.334747592100799	0.173660736389328	0.26107227853350823	0.22562030538497052	0.33964667969219303	0.8912790819719284	0.002972384223615684	0.4731391221654634	0.0029338406682922697	0.4670997371498934	0.03606194458661874	-12642.761397424943	-1764.8707331558608	-474.1690663719527
12200000	-14847.587806275247	-465.05814780924726	-14382.529658466	42.27627937029357	33.1147865302719	39.530012764819894	31.956997604575623	0.13456609497775107	4.137245942187381	0.17078974671625263	0.2571618294670038	0.2404711656202389	0.3315772581965044	0.7801864215734177	0.003224229693542874	0.6038107012899095	0.003252618935903155	0.5904362649324193	0.04039220702948376	-12617.65892531014	-1764.8707331558608	-454.38917285422775
12220000	-14869.798859918646	-476.8545686477008	-14392.944291270946	46.215741326097515	42.42116116865242	37.1774482133573	32.227916287123634	0.12001913224527505	3.6076202000632764	0.16953378791932924	0.262559521346164	0.23632943253800204	0.3315772581965044	0.792514753011688	0.003082862222946489	0.5217572137815032	0.0029904657556025544	0.5452016114342539	-0.05627917640071341	-12628.073558115086	-1764.8707331558608	-469.2912024492179
12240000	-14873.791282366448	-458.11952853314506	-14415.671753833303	40.32263274802127	35.96524771591389	38.23099338256027	28.85025937856302	0.14956324472955282	4.572771844333722	0.17626690966000985	0.262559521346164	0.2395952380942128	0.321578330899613	0.8088774528000934	0.0036524309655828983	0.661467158080707	0.0034768839629560145	0.6860577587208269	0.014898906409887508	-12650.801020677443	-1764.8707331558608	-447.14300830069624
12260000	-14893.961169547163	-486.6972126770026	-14407.26395687016	46.35930096185827	43.04749362969417	37.11082781928056	31.401130496033783	0.10062029598811341	4.150348633974736	0.17626690966000985	0.2594989003588556	0.2348706734824596	0.3293635164986747	0.8494203837110986	0.002989208701278514	0.6117796467444849	0.002963276851020317	0.6101014308339073	0.038062556950141324	-12642.393223714298	-1764.8707331558608	-478.6544155568401
12280000	-14846.448216313116	-477.9337728246304	-14368.514443488486	44.701880887436374	40.617368385978345	36.89320059872663	35.69206962636547	0.1374077311850265	4.310122150399819	0.1716340442999395	0.2706157647027067	0.21786965464738722	0.33988053634996634	0.8540885961612079	0.003155755778564973	0.6478949914138888	0.0032288380024150447	0.6908517364632357	0.02920770867043181	-12603.643710332624	-1764.8707331558608	-469.85814996448954
12300000	-14895.22481487022	-501.80496003128155	-14393.41985483894	46.983194192581145	44.614358523386855	36.99393267900418	36.267906262366374	0.10585837498448032	4.279294318294834	0.17295677003809734	0.25186912530222844	0.2133403652557217	0.3618337394039523	0.9570007409471126	0.0026291116071112896	0.598994207740276	0.0025489982525416298	0.6315278822534139	0.03786425299070377	-12628.54912168308	-1764.8707331558608	-493.74081839744673
12320000	-14893.93542792287	-497.85572587991714	-14396.079702042953	47.32951130856324	45.73774818100436	38.342431442997764	29.14421719511266	0.1226031461660602	3.610518197275381	0.17295677003809734	0.24882522456930958	0.21638426598864055	0.3618337394039523	0.7937150674117167	0.002726101979005806	0.604809258168878	0.0024848054522167676	0.6137916375380316	0.04356813344201734	-12631.208968887093	-1764.8707331558608	-488.92831809065785
12340000	-14856.32394576872	-491.8924716233964	-14364.431474145324	43.17451043153392	40.75096392116083	40.141518672871236	35.222303229341456	0.13088499492464212	4.339376243060219	0.17371097110213293	0.2522193634921832	0.233366776308103	0.3407028890975806	0.8489687638777279	0.0029551576017480844	0.6212706124029993	0.0027759036349789164	0.6781458912036183	0.017279901505390678	-12599.560740989462	-1764.8707331558608	-483.82754372187065
12360000	-14884.877681672284	-487.26364228203016	-14397.614039390253	39.960105019503715	39.83333376792175	37.55286618189813	36.254388529340076	0.12171977275763741	4.1904540490938045	0.17413814845974385	0.2652051871389453	0.22841750028352437	0.3322391641177863	0.7518238773836671	0.002658970458474907	0.6188411500239395	0.0025205476625391786	0.5944909831591618	0.08317205841272982	-12632.743306234392	-1764.8707331558608	-479.1519983491736
12380000	-14858.179823381637	-492.4655729482138	-14365.714250433422	43.1953598126999	40.60508542771178	35.74444370916705	35.47537585237526	0.12248000398229611	3.869520611757758	0.16483649037691783	0.25478877958760615	0.24489458049536908	0.33548014954010685	0.7307189259821218	0.0027403742167858747	0.6128692133241884	0.0027498285495345387	0.6658992392576679	0.06747791260314828	-12600.84351727756	-1764.8707331558608	-484.89175077429974
12400000	-14889.683778066028	-507.5966721570804	-14382.087105908948	45.52682033501802	42.4185381308761	40.32549674620101	30.40238840809145	0.11480727117158103	3.7943683135908493	0.16483649037691783	0.24871734535148526	0.24058835452181387	0.3458578097497829	0.8292819096026266	0.0024847025287868156	0.5385900470479363	0.002486544940629191	0.5969714735261749	0.05087433880722504	-12617.216372753088	-1764.8707331558608	-499.5612214774912
12420000	-14917.263994900299	-505.95382312349807	-14411.3101717768	45.59713838903769	42.958943827094295	37.67753135736201	34.11805115266757	0.12376744571242322	4.018862240934319	0.16554215373080636	0.2667315619659559	0.23468662629129053	0.3330396580119471	0.8513897983689952	0.0025118064433423968	0.49130337624171466	0.0026678233186337654	0.5196470627150008	0.049007815744362325	-12646.43943862094	-1764.8707331558608	-498.5905525282367
12440000	-14906.423270605987	-494.10473313631314	-14412.318537469673	48.76165208988308	45.45791607352907	36.04708648130448	31.65456969124026	0.11065391782095713	3.7952211889382896	0.18236478066958153	0.26867263460091806	0.2212037001274897	0.32775888460201075	0.7977756730705245	0.0026467679153159597	0.4955372466368431	0.002824445279191321	0.5048613865053436	0.027295549591866468	-12647.447804313812	-1764.8707331558608	-485.89243756612785
12460000	-14898.392612104073	-495.2054271486279	-14403.187184955445	48.60110233867466	46.037253914473595	34.53011645744761	33.426903908539266	0.10818412028820386	3.8447770127727665	0.16866688471477623	0.2576846780694934	0.234901596082295	0.3387468411334354	0.8824356233904382	0.0024081115080022432	0.5367953246963105	0.0026149580662174774	0.578481104405625	-0.08657871691116996	-12638.316451799585	-1764.8707331558608	-486.7385602266546
12480000	-14879.288365937562	-475.32062969672273	-14403.96773624084	41.54059725276778	40.86195009055419	36.363778893752226	33.558387816376765	0.13437383796040403	4.26142761046321	0.19015589449102246	0.2414604181059785	0.23178138821146724	0.33660229919153184	0.8613097307467762	0.0028065289495248784	0.6046382233740362	0.002874280744747031	0.6347366088658013	0.030991544715590277	-12639.09700308498	-1764.8707331558608	-467.14030159286483
12500000	-14883.288994931188	-473.3959112789294	-14409.89308365226	40.06633238855528	39.003234761793514	34.45862451653384	27.364961996714584	0.1522428080203061	3.9142983618186395	0.1726088149596205	0.24929717096755616	0.24149171488129156	0.33660229919153184	0.7609832574377585	0.0029340884415853864	0.5425115022232554	0.0031186103015802824	0.5936053685876203	0.003505283354583892	-12645.022350496398	-1764.8707331558608	-462.9126091976961
12520000	-14891.454211892018	-508.1752880780438	-14383.278923813974	43.41720796973364	43.21632368806067	39.77807084617625	39.61259918769436	0.10937042222338723	4.501898830685477	0.17167202113652488	0.24929717096755616	0.23360855947813194	0.3454222484177871	0.8864601334584677	0.0024455510938281057	0.5747069477009921	0.002366666194282719	0.6015177868849706	0.04985329974678798	-12618.408190658114	-1764.8707331558608	-499.778323663293
12540000	-14914.152340589724	-500.58438939822366	-14413.5679511915	49.81912386192361	46.072621169073784	34.70588907074394	33.681615757151	0.11264464039987768	4.2369546627677535	0.17167202113652488	0.23978195665956512	0.24712521576404228	0.34142080643986783	0.8050161922332126	0.002596498443315503	0.5461270701310962	0.0026312534849859985	0.5588989458356683	0.06688804052053277	-12648.697218035639	-1764.8707331558608	-491.8886609168919
12560000	-14875.627981038077	-475.27232408535184	-14400.355656952725	39.417181769021404	35.65067346247899	33.53887179773373	31.861400526282402	0.13109130060894372	3.979779713168732	0.16788270174749606	0.2488008496819893	0.2369996906779973	0.3463167578925175	0.7506999335250608	0.003079192256452877	0.4824279659707328	0.0029958769519700303	0.5522555711635536	-0.054618731978497204	-12635.484923796865	-1764.8707331558608	-465.1499507429371
12580000	-14897.417274767988	-496.70383713665086	-14400.713437631337	42.676230961780405	41.909729432696246	39.18737393287095	34.19925958165753	0.10167136470471326	4.211577834684868	0.16969061903065658	0.26188095722592997	0.22480594118392996	0.34362248255948363	0.9281550167592362	0.0026763569816068773	0.604086387855303	0.0027672450271334316	0.6484731093842456	0.0051949311755956715	-12635.842704475477	-1764.8707331558608	-488.9233373089944
12600000	-14874.897817053403	-488.0897377343319	-14386.808079319071	44.50389407774947	41.35423682831562	35.40405639760093	32.18229802924781	0.11346952173819402	3.761669185532648	0.16233312687822846	0.26923844937835806	0.23305601340296236	0.33537241034045123	0.7410319543725891	0.002711467904869039	0.5753893770714026	0.002709766009868851	0.6372207756117736	-0.006431680459324621	-12621.93734616321	-1764.8707331558608	-480.4771967523441
12620000	-14874.519863209603	-481.85543003855787	-14392.664433171045	43.13469998918122	39.24593833499527	39.13123784053896	34.50235041529003	0.12336262991320392	4.138253028086967	0.1782255605502681	0.2396940094239472	0.237583996438543	0.34449643358724186	0.8380508278090175	0.0027345814730037237	0.5692963931336079	0.002908855479943784	0.6228213936162118	-0.013992468073739559	-12627.793700015183	-1764.8707331558608	-473.9894961715598
12640000	-14898.927031560681	-477.13258447811756	-14421.794447082564	43.4963269853194	39.74122830707989	35.056703432589856	34.15264479101723	0.12441203967609475	4.293328476545649	0.18192567203407514	0.2682460815655512	0.21972229911681096	0.33010594728356285	0.7958442056296907	0.0030018112351312735	0.4667449082502573	0.0031537356805305733	0.4912764708034004	0.05593676505538222	-12656.923713926702	-1764.8707331558608	-469.2353207838029
12660000	-14874.331600699468	-475.1221823813002	-14399.209418318169	45.86400599974219	43.99237721692848	38.30093493346737	37.020565522006194	0.13630228864020902	4.054788972857675	0.1756658790053513	0.26982917305880155	0.2067427731717743	0.347762174764073	0.8978750097406629	0.0031391294826445615	0.49754478363185933	0.003107632872747674	0.5373229864146151	-0.028411789406765628	-12634.338685162309	-1764.8707331558608	-467.1457454425054
